sku,codigo_ean,produto,categoria,quantidade_disponivel,quantidade_reservada,estoque_minimo,corredor,nivel_prateleira,localizacao,status,fragil,lote,dimensoes_cm,peso_kg,fornecedor,data_entrada,data_ultima_movimentacao,custo_unitario,preco_venda
SKU-3348,7892125860620,Calca Jeans Slim,Vestuario,389,0,40,F2,Nivel 1 (Solo),F2-1,Reservado,False,L2026599,39.9x42.4x31.2,1.66,Comercio Atlas S.A.,2026-02-22,2026-07-17,328.69,458.64
SKU-2841,7895405155676,Calculadora Simples,Papelaria,143,1,50,A3,Nivel 1 (Solo),A3-1,Disponivel,False,L2026025,41.5x30.7x11.7,1.05,Ponto Central Suprimentos,2026-06-14,2026-07-03,311.49,656.92
SKU-2488,7890152302991,Panificadora Eletrica,Casa e Cozinha,318,51,40,B1,Nivel 1 (Solo),B1-1,Disponivel,True,L2026251,62.9x20.2x40.8,0.46,Prime Supply Comercio,2025-11-10,2026-05-05,437.28,739.14
SKU-1280,7898284106722,Teclado Mecanico,Eletronicos,475,40,25,E1,Nivel 3,E1-3,Disponivel,False,L2026819,63.2x37.4x41.8,7.93,Union Cargo Distribuidora,2026-01-29,2026-01-29,144.69,318.49
SKU-4820,7899253460586,Serra Tico-Tico,Ferramentas,464,12,40,D1,Nivel 3,D1-3,Disponivel,False,L2026361,35.0x23.9x11.7,11.68,Comercio Atlas S.A.,2026-06-08,2026-07-14,348.53,506.37
SKU-3471,7891762325585,Tenis Casual Unissex,Vestuario,58,10,30,E1,Nivel 1 (Solo),E1-1,Disponivel,False,L2026515,58.1x41.6x23.8,12.04,Ponto Central Suprimentos,2026-06-01,2026-06-11,213.38,372.92
SKU-3895,7898694618419,Escova Alisadora,Higiene e Beleza,165,63,25,A2,Nivel 2,A2-2,Disponivel,True,L2026411,62.9x38.2x30.7,5.79,Importadora Bravo,2025-11-25,2026-03-09,325.6,675.55
SKU-3663,7891286866779,Escova de Dente Eletrica,Higiene e Beleza,196,37,20,D1,Nivel 2,D1-2,Disponivel,False,L2026860,8.1x17.1x31.8,5.0,Comercio Atlas S.A.,2026-04-07,2026-06-28,102.2,234.93
SKU-4759,7898211814850,Serra Circular Portatil,Ferramentas,216,13,10,C2,Nivel 4 (Alto),C2-4,Reservado,False,L2026898,22.6x22.5x3.5,7.37,Importadora Bravo,2026-05-11,2026-06-26,317.68,690.99
SKU-3218,7896453629218,Bone Aba Curva,Vestuario,356,31,50,B3,Nivel 1 (Solo),B3-1,Reservado,False,L2026904,60.5x21.2x38.8,11.5,Global Trade Comercio Exterior,2026-02-01,2026-07-03,53.92,86.67
SKU-1423,7896893135034,Power Bank 10000mAh,Eletronicos,8,1,50,C3,Nivel 4 (Alto),C3-4,Baixo Estoque,False,L2026302,26.6x41.5x36.7,6.47,Metropolitana Atacado,2025-11-10,2026-05-21,442.35,622.21
SKU-4411,7893600298457,Kit Blocos de Montar,Brinquedos,183,69,40,C3,Nivel 1 (Solo),C3-1,Disponivel,True,L2026569,62.9x12.2x36.2,8.0,Nortex Distribuicao,2026-04-29,2026-06-07,303.43,543.84
SKU-1066,7892779010433,Fone de Ouvido Bluetooth,Eletronicos,76,70,50,D1,Nivel 2,D1-2,Em Conferencia,True,L2026065,20.1x32.5x26.9,1.6,Union Cargo Distribuidora,2026-06-15,2026-07-10,117.12,171.67
SKU-6054,7893647692706,Suporte para Monitor,Utilidades para Escritorio,204,6,50,E1,Nivel 2,E1-2,Reservado,False,L2026604,7.4x44.2x5.7,6.18,Distribuidora Vega Ltda,2026-01-30,2026-04-30,187.17,264.47
SKU-4553,7894437628257,Kit Chaves de Fenda (12pc),Ferramentas,188,73,40,E2,Nivel 3,E2-3,Disponivel,False,L2026445,26.6x21.6x16.7,10.84,Prime Supply Comercio,2026-02-20,2026-06-17,359.63,813.77
SKU-4809,7899695280704,Serra Tico-Tico,Ferramentas,372,58,25,C3,Nivel 1 (Solo),C3-1,Disponivel,False,L2026371,47.9x11.4x20.4,5.6,Global Trade Comercio Exterior,2026-04-17,2026-05-22,154.02,311.59
SKU-2695,7891156733859,Estojo Duplo,Papelaria,163,58,10,E1,Nivel 1 (Solo),E1-1,Disponivel,True,L2026624,30.4x42.2x41.6,7.65,Metropolitana Atacado,2026-03-09,2026-07-19,312.93,440.38
SKU-1417,7893972404227,Power Bank 10000mAh,Eletronicos,201,77,50,A3,Nivel 1 (Solo),A3-1,Disponivel,False,L2026013,29.7x36.1x7.5,8.47,Fornecedora Horizonte Ltda,2026-03-26,2026-06-27,220.59,432.99
SKU-5480,7899161365706,Carregador Veicular USB,Automotivo,390,74,20,B2,Nivel 2,B2-2,Reservado,False,L2026601,32.8x13.4x2.4,3.21,Nortex Distribuicao,2026-01-18,2026-02-25,83.2,153.69
SKU-4659,7898606253615,Alicate Universal,Ferramentas,105,66,50,F1,Nivel 2,F1-2,Disponivel,True,L2026596,35.5x25.2x4.9,12.04,Prime Supply Comercio,2026-03-04,2026-04-04,254.21,543.24
SKU-3587,7894182697188,Shampoo 400ml,Higiene e Beleza,390,59,40,E1,Nivel 1 (Solo),E1-1,Disponivel,False,L2026080,33.3x46.0x2.8,8.11,Prime Supply Comercio,2026-04-17,2026-06-29,346.76,651.32
SKU-3276,7892762559376,Jaqueta Corta-Vento,Vestuario,337,47,25,F1,Nivel 2,F1-2,Disponivel,False,L2026174,51.7x9.7x10.6,6.59,Global Trade Comercio Exterior,2026-04-22,2026-06-03,362.64,635.59
SKU-3043,7891189172847,Apontador com Deposito,Papelaria,400,66,20,E1,Nivel 2,E1-2,Disponivel,False,L2026530,40.0x12.5x9.4,13.58,Global Trade Comercio Exterior,2026-05-05,2026-05-14,126.55,272.03
SKU-1085,7897575844190,Fone de Ouvido Bluetooth,Eletronicos,278,48,40,C1,Nivel 1 (Solo),C1-1,Reservado,True,L2026263,48.1x19.9x19.7,10.48,Nortex Distribuicao,2025-11-11,2026-05-15,142.26,230.92
SKU-2651,7897607410591,Mochila Escolar,Papelaria,309,34,15,C3,Nivel 1 (Solo),C3-1,Disponivel,False,L2026445,19.6x7.4x11.5,10.4,Importadora Bravo,2026-04-23,2026-07-28,371.42,789.8
SKU-5524,7896004512662,Capa Protetora para Bancos,Automotivo,304,61,20,E1,Nivel 3,E1-3,Em Conferencia,False,L2026797,28.6x10.0x25.2,7.97,Ponto Central Suprimentos,2026-04-27,2026-05-03,478.44,865.23
SKU-1811,7896953541201,Adaptador USB-C para HDMI,Eletronicos,341,17,10,F2,Nivel 3,F2-3,Disponivel,False,L2026717,62.8x5.5x36.4,12.87,Comercio Atlas S.A.,2025-12-25,2026-01-06,432.45,730.61
SKU-1469,7894979162028,Power Bank 20000mAh,Eletronicos,419,30,15,E1,Nivel 2,E1-2,Disponivel,False,L2026715,62.6x26.2x28.7,11.21,Union Cargo Distribuidora,2026-03-14,2026-03-28,142.06,281.87
SKU-1735,7896325942322,Cartao de Memoria 128GB,Eletronicos,272,73,40,E2,Nivel 4 (Alto),E2-4,Reservado,False,L2026415,38.2x43.8x24.9,2.34,Comercio Atlas S.A.,2025-12-13,2025-12-19,109.77,246.28
SKU-3857,7891670141048,Kit Skincare Facial,Higiene e Beleza,461,71,40,F1,Nivel 1 (Solo),F1-1,Disponivel,False,L2026193,14.6x31.9x27.2,8.86,Union Cargo Distribuidora,2026-03-31,2026-06-25,320.31,548.18
SKU-1107,7896551104754,Fone de Ouvido com Fio,Eletronicos,138,13,50,A3,Nivel 4 (Alto),A3-4,Disponivel,False,L2026013,38.7x30.7x33.4,4.12,Fornecedora Horizonte Ltda,2026-03-21,2026-04-15,53.17,76.31
SKU-2331,7892584233003,Jogo de Copos de Vidro,Casa e Cozinha,21,21,30,C1,Nivel 2,C1-2,Baixo Estoque,True,L2026653,40.1x12.1x12.1,7.84,Metropolitana Atacado,2026-07-05,2026-07-05,455.12,916.82
SKU-2966,7897308303888,Pasta Catalogo 50 Envelopes,Papelaria,9,3,20,E1,Nivel 2,E1-2,Baixo Estoque,False,L2026126,14.4x34.6x4.6,10.3,Global Trade Comercio Exterior,2026-01-31,2026-03-29,224.83,389.35
SKU-5629,7897260821352,Suporte Veicular para Celular,Automotivo,42,10,30,D1,Nivel 2,D1-2,Reservado,False,L2026350,56.5x17.4x19.5,5.35,Comercio Atlas S.A.,2026-01-18,2026-05-31,61.72,83.82
SKU-2700,7893941854558,Estojo Duplo,Papelaria,32,5,20,B3,Nivel 2,B3-2,Disponivel,False,L2026163,19.7x22.3x3.1,7.1,Fornecedora Horizonte Ltda,2026-06-22,2026-07-12,368.53,515.43
SKU-4806,7893504814852,Serra Tico-Tico,Ferramentas,306,50,15,B1,Nivel 1 (Solo),B1-1,Reservado,False,L2026499,42.4x15.3x20.6,1.88,Union Cargo Distribuidora,2026-02-23,2026-04-26,285.56,650.59
SKU-3058,7894334602633,Camiseta Algodao Unissex,Vestuario,370,46,15,A2,Nivel 2,A2-2,Disponivel,False,L2026369,61.6x6.6x8.8,10.11,Comercio Atlas S.A.,2026-01-31,2026-06-13,285.99,534.78
SKU-5776,7897672710671,Revista em Quadrinhos (edicao especial),Livros e Papelaria Tecnica,257,43,30,C1,Nivel 2,C1-2,Disponivel,False,L2026485,35.8x45.1x36.0,8.99,Prime Supply Comercio,2026-01-01,2026-04-17,373.24,641.8
SKU-1009,7898299737638,Cabo USB-C,Eletronicos,49,37,10,C1,Nivel 4 (Alto),C1-4,Disponivel,False,L2026112,44.1x7.6x31.1,3.52,Nortex Distribuicao,2025-12-04,2026-01-23,29.79,58.71
SKU-1347,7890468750639,Hub USB,Eletronicos,41,27,20,A1,Nivel 2,A1-2,Disponivel,False,L2026029,17.6x19.2x4.5,6.75,Distribuidora Vega Ltda,2026-01-18,2026-04-11,459.9,1021.5
SKU-6051,7896710681508,Suporte para Monitor,Utilidades para Escritorio,260,79,50,A2,Nivel 4 (Alto),A2-4,Disponivel,False,L2026259,59.6x34.7x38.6,9.71,Ponto Central Suprimentos,2026-03-04,2026-07-24,214.49,420.49
SKU-5084,7891776983672,Racao para Gatos Adultos 10kg,Pet Shop,61,30,40,F2,Nivel 3,F2-3,Disponivel,False,L2026177,15.0x6.8x36.6,6.77,Comercio Atlas S.A.,2025-12-06,2026-02-08,30.67,50.9
SKU-3908,7897195715627,Escova Alisadora,Higiene e Beleza,54,1,50,F1,Nivel 1 (Solo),F1-1,Em Conferencia,False,L2026444,39.7x17.5x19.4,7.25,Prime Supply Comercio,2026-05-08,2026-05-27,340.48,482.28
SKU-3322,7896484918619,Bermuda Moletom,Vestuario,197,20,20,B1,Nivel 4 (Alto),B1-4,Disponivel,False,L2026646,28.1x13.9x5.5,2.84,Nortex Distribuicao,2026-05-19,2026-06-16,259.85,365.56
SKU-3576,7898306344378,Shampoo 400ml,Higiene e Beleza,9,0,10,D2,Nivel 3,D2-3,Baixo Estoque,False,L2026245,26.4x16.6x34.5,4.76,Ponto Central Suprimentos,2026-06-01,2026-07-07,215.52,439.79
SKU-5900,7896261171329,Dicionario Portugues-Ingles,Livros e Papelaria Tecnica,84,24,50,A2,Nivel 4 (Alto),A2-4,Disponivel,False,L2026689,13.1x13.7x20.6,8.71,Union Cargo Distribuidora,2026-03-07,2026-03-11,252.45,369.54
SKU-1654,7892813190923,Pen Drive 64GB,Eletronicos,280,60,20,F2,Nivel 2,F2-2,Em Conferencia,False,L2026184,48.0x7.9x6.1,7.5,Union Cargo Distribuidora,2026-05-14,2026-07-26,388.48,596.56
SKU-4321,7891502186452,Drone de Brinquedo,Brinquedos,286,17,30,B2,Nivel 1 (Solo),B2-1,Disponivel,True,L2026625,20.5x22.6x24.1,0.43,Global Trade Comercio Exterior,2026-04-11,2026-07-18,230.25,476.94
SKU-1158,7897381684607,Carregador Portatil,Eletronicos,437,19,50,B1,Nivel 3,B1-3,Disponivel,False,L2026341,14.5x42.1x9.2,8.85,Importadora Bravo,2026-03-31,2026-05-17,428.99,981.24
SKU-3911,7898763029863,Escova Alisadora,Higiene e Beleza,257,14,15,A1,Nivel 2,A1-2,Disponivel,False,L2026949,25.5x20.7x4.8,7.09,Fornecedora Horizonte Ltda,2026-06-13,2026-06-21,189.94,350.38
SKU-5798,7891574269695,Planner Anual,Livros e Papelaria Tecnica,133,38,15,D2,Nivel 2,D2-2,Disponivel,False,L2026343,24.6x13.3x5.3,10.08,Comercio Atlas S.A.,2026-04-05,2026-04-26,44.37,96.53
SKU-2515,7896870690570,Caderno Universitario 200fls,Papelaria,395,9,10,A2,Nivel 1 (Solo),A2-1,Em Conferencia,False,L2026193,18.0x12.7x11.6,8.06,Nortex Distribuicao,2025-12-08,2026-04-21,219.93,440.68
SKU-1240,7899660558302,Mouse Gamer,Eletronicos,103,36,40,A2,Nivel 3,A2-3,Disponivel,False,L2026984,12.7x19.3x17.8,0.46,Importadora Bravo,2026-04-28,2026-05-25,265.8,552.51
SKU-4296,7897723820755,Boneca com Acessorios,Brinquedos,57,30,10,E2,Nivel 4 (Alto),E2-4,Disponivel,False,L2026266,38.9x5.5x9.5,0.09,Union Cargo Distribuidora,2026-04-18,2026-06-01,285.36,576.75
SKU-5478,7891496733106,Aromatizante Automotivo,Automotivo,11,0,25,F1,Nivel 1 (Solo),F1-1,Baixo Estoque,False,L2026812,43.8x37.5x3.3,13.97,Prime Supply Comercio,2026-06-04,2026-07-23,176.37,404.59
SKU-1806,7899876989365,Adaptador USB-C para HDMI,Eletronicos,67,3,20,C2,Nivel 1 (Solo),C2-1,Disponivel,False,L2026825,52.8x27.1x7.7,4.39,Metropolitana Atacado,2026-03-30,2026-04-12,352.77,797.74
SKU-5389,7898346188451,Oleo Lubrificante 5L,Automotivo,128,31,15,D2,Nivel 3,D2-3,Disponivel,False,L2026057,55.0x26.9x5.2,7.75,Metropolitana Atacado,2025-12-22,2026-06-22,145.53,228.02
SKU-5004,7896230504783,Racao para Caes Adultos 15kg,Pet Shop,240,62,15,E1,Nivel 3,E1-3,Disponivel,False,L2026688,45.6x11.3x19.3,4.41,Prime Supply Comercio,2026-03-17,2026-06-07,353.27,572.02
SKU-5805,7890077631206,Planner Anual,Livros e Papelaria Tecnica,93,48,20,C3,Nivel 3,C3-3,Disponivel,False,L2026413,62.5x27.0x12.8,1.95,Comercio Atlas S.A.,2025-12-14,2026-04-03,116.5,192.45
SKU-1502,7890448360858,Smartwatch Esportivo,Eletronicos,345,40,20,E2,Nivel 1 (Solo),E2-1,Disponivel,True,L2026047,34.6x14.4x27.5,4.35,Fornecedora Horizonte Ltda,2026-03-27,2026-06-07,128.09,179.57
SKU-2193,7892295338615,Jogo de Panelas 5 Pecas,Casa e Cozinha,128,11,30,D2,Nivel 2,D2-2,Reservado,True,L2026647,52.2x18.1x13.2,12.03,Ponto Central Suprimentos,2026-02-08,2026-07-24,401.83,845.21
SKU-1439,7894911110964,Power Bank 10000mAh,Eletronicos,254,79,10,A2,Nivel 4 (Alto),A2-4,Em Conferencia,False,L2026877,18.5x38.4x24.1,6.6,Comercio Atlas S.A.,2026-03-07,2026-07-20,321.83,694.87
SKU-1545,7899858567284,Webcam Full HD,Eletronicos,89,61,25,A1,Nivel 1 (Solo),A1-1,Reservado,True,L2026666,22.4x38.5x33.6,2.8,Union Cargo Distribuidora,2026-04-17,2026-06-30,151.23,236.39
SKU-5711,7892696774562,Livro Best-seller Ficcao,Livros e Papelaria Tecnica,344,64,20,F1,Nivel 4 (Alto),F1-4,Em Conferencia,False,L2026565,44.5x19.9x10.1,3.09,Prime Supply Comercio,2026-01-02,2026-07-28,122.4,268.94
SKU-5925,7890327331788,Cadeira de Escritorio Ergonomica,Utilidades para Escritorio,144,10,40,E1,Nivel 2,E1-2,Reservado,False,L2026228,50.7x35.3x29.4,1.38,Distribuidora Vega Ltda,2026-04-03,2026-07-26,146.01,270.6
SKU-4427,7897772166408,Kit Blocos de Montar,Brinquedos,40,5,50,C1,Nivel 2,C1-2,Baixo Estoque,False,L2026925,27.2x24.6x32.1,10.47,Distribuidora Vega Ltda,2026-04-22,2026-05-17,166.88,377.34
SKU-1030,7892337498949,Cabo USB-C,Eletronicos,426,24,10,B3,Nivel 2,B3-2,Disponivel,False,L2026654,8.7x7.3x13.7,12.17,Union Cargo Distribuidora,2026-04-27,2026-07-27,341.02,501.39
SKU-2222,7899962083472,Filtro de Agua de Bancada,Casa e Cozinha,409,11,30,A1,Nivel 2,A1-2,Disponivel,True,L2026505,43.4x45.3x27.3,1.86,Importadora Bravo,2026-02-18,2026-05-31,70.24,148.18
SKU-4054,7895381291665,Desodorante Aerosol,Higiene e Beleza,29,17,50,E1,Nivel 1 (Solo),E1-1,Baixo Estoque,False,L2026434,7.6x29.9x25.4,7.61,Union Cargo Distribuidora,2025-11-26,2026-02-02,417.27,882.62
SKU-4787,7892192726577,Serra Circular Portatil,Ferramentas,403,46,20,B1,Nivel 2,B1-2,Disponivel,False,L2026001,43.2x12.0x9.0,7.74,Metropolitana Atacado,2026-03-10,2026-04-09,239.2,369.78
SKU-5227,7893300627724,Coleira Ajustavel,Pet Shop,235,11,40,B1,Nivel 3,B1-3,Disponivel,False,L2026230,64.9x35.1x4.7,5.93,Distribuidora Vega Ltda,2026-02-01,2026-04-17,286.16,461.63
SKU-2927,7893009715470,Clips Metalico (cx 100un),Papelaria,170,75,50,A1,Nivel 1 (Solo),A1-1,Em Conferencia,False,L2026068,18.7x24.5x8.1,11.7,Fornecedora Horizonte Ltda,2025-12-18,2026-06-09,409.56,864.9
SKU-4027,7896647848609,Creme Dental (kit 3un),Higiene e Beleza,161,49,40,A2,Nivel 2,A2-2,Disponivel,False,L2026147,51.9x36.1x26.5,8.63,Global Trade Comercio Exterior,2026-06-23,2026-07-27,194.8,335.77
SKU-2663,7894834279731,Mochila Escolar,Papelaria,89,74,10,C1,Nivel 3,C1-3,Disponivel,False,L2026370,45.3x11.8x31.6,7.13,Nortex Distribuicao,2025-12-14,2026-03-28,441.08,739.97
SKU-1953,7897205171078,Jogo de Talheres Inox,Casa e Cozinha,31,13,15,B3,Nivel 1 (Solo),B3-1,Disponivel,True,L2026741,64.7x37.4x21.2,0.9,Comercio Atlas S.A.,2025-12-19,2026-05-22,363.24,656.25
SKU-4559,7896782249095,Kit Chaves de Fenda (12pc),Ferramentas,121,39,50,F1,Nivel 1 (Solo),F1-1,Disponivel,True,L2026346,33.0x12.3x22.2,1.13,Fornecedora Horizonte Ltda,2026-05-06,2026-05-12,218.04,398.75
SKU-1766,7895204998092,Suporte para Celular Veicular,Eletronicos,331,76,20,F2,Nivel 1 (Solo),F2-1,Reservado,False,L2026124,19.2x7.8x20.5,11.4,Fornecedora Horizonte Ltda,2025-12-25,2026-02-23,255.89,465.25
SKU-2104,7895994084296,Cafeteira Eletrica,Casa e Cozinha,0,0,40,C1,Nivel 1 (Solo),C1-1,Baixo Estoque,True,L2026069,41.9x28.4x2.6,10.2,Fornecedora Horizonte Ltda,2026-01-18,2026-05-13,175.02,261.75
SKU-5630,7897182327383,Suporte Veicular para Celular,Automotivo,474,16,30,F2,Nivel 2,F2-2,Disponivel,False,L2026646,20.5x33.0x19.6,11.78,Union Cargo Distribuidora,2025-11-22,2026-01-21,387.39,623.73
SKU-3046,7890251906724,Apontador com Deposito,Papelaria,355,34,20,A1,Nivel 3,A1-3,Reservado,False,L2026249,55.4x27.9x21.4,13.34,Distribuidora Vega Ltda,2025-12-18,2026-03-29,332.01,731.31
SKU-2533,7892101818898,Caderno Espiral 100fls,Papelaria,312,79,25,B1,Nivel 2,B1-2,Disponivel,False,L2026910,63.3x18.8x23.1,8.9,Comercio Atlas S.A.,2025-12-30,2026-02-18,283.04,481.51
SKU-2616,7899656003373,Caneta Marca-Texto (kit 4un),Papelaria,161,19,40,F1,Nivel 4 (Alto),F1-4,Disponivel,False,L2026334,11.2x29.3x9.4,1.34,Ponto Central Suprimentos,2026-01-06,2026-05-20,249.54,487.99
SKU-2860,7897348503026,Papel Sulfite A4 (resma),Papelaria,229,60,50,D2,Nivel 1 (Solo),D2-1,Reservado,False,L2026435,27.1x45.8x15.2,6.24,Prime Supply Comercio,2026-03-19,2026-06-06,391.47,677.63
SKU-4915,7892304514245,Kit Soquetes 40 Pecas,Ferramentas,292,55,25,A2,Nivel 1 (Solo),A2-1,Disponivel,False,L2026809,53.2x12.2x25.5,7.57,Comercio Atlas S.A.,2026-02-15,2026-03-01,434.32,751.62
SKU-1152,7898628902331,Carregador Portatil,Eletronicos,29,15,50,A1,Nivel 4 (Alto),A1-4,Baixo Estoque,False,L2026032,54.6x26.7x27.4,3.43,Union Cargo Distribuidora,2026-07-01,2026-07-17,339.41,546.54
SKU-3095,7892082341606,Camiseta Regata,Vestuario,350,78,30,C2,Nivel 1 (Solo),C2-1,Disponivel,True,L2026902,12.7x22.2x5.4,5.58,Ponto Central Suprimentos,2026-03-10,2026-03-17,258.55,544.76
SKU-3660,7898884041621,Escova de Dente Eletrica,Higiene e Beleza,140,22,25,A3,Nivel 1 (Solo),A3-1,Disponivel,False,L2026306,44.2x27.1x16.0,10.6,Comercio Atlas S.A.,2026-06-21,2026-07-08,147.32,236.89
SKU-1556,7893257375532,Webcam Full HD,Eletronicos,360,33,40,E1,Nivel 1 (Solo),E1-1,Disponivel,True,L2026062,53.6x39.3x35.3,12.79,Metropolitana Atacado,2026-06-08,2026-07-21,309.71,543.84
SKU-4879,7896089819205,Escada de Aluminio 5 Degraus,Ferramentas,448,24,30,D1,Nivel 4 (Alto),D1-4,Disponivel,False,L2026929,19.7x38.6x35.9,7.69,Metropolitana Atacado,2026-05-21,2026-06-11,152.84,308.33
SKU-5783,7896946946839,Revista em Quadrinhos (edicao especial),Livros e Papelaria Tecnica,401,74,15,A2,Nivel 2,A2-2,Disponivel,False,L2026356,20.7x29.0x5.4,8.74,Comercio Atlas S.A.,2025-11-23,2026-07-02,34.15,65.8
SKU-1081,7896558523985,Fone de Ouvido Bluetooth,Eletronicos,256,5,25,A3,Nivel 1 (Solo),A3-1,Disponivel,True,L2026327,58.7x11.0x39.3,2.32,Prime Supply Comercio,2025-12-20,2026-03-29,251.2,374.66
SKU-2175,7891886263954,Jogo de Panelas 5 Pecas,Casa e Cozinha,54,17,25,E2,Nivel 1 (Solo),E2-1,Disponivel,True,L2026101,7.5x20.6x10.3,2.78,Metropolitana Atacado,2025-11-19,2026-01-11,213.73,332.95
SKU-5621,7896380310623,Extintor de Incendio Veicular,Automotivo,46,28,50,E1,Nivel 1 (Solo),E1-1,Baixo Estoque,True,L2026781,40.9x22.8x28.8,6.77,Distribuidora Vega Ltda,2025-11-14,2025-12-28,190.18,286.44
SKU-1228,7895543840465,Mouse sem Fio,Eletronicos,15,7,50,B2,Nivel 2,B2-2,Baixo Estoque,False,L2026641,11.2x21.4x40.4,9.63,Fornecedora Horizonte Ltda,2026-06-05,2026-07-07,431.06,850.95
SKU-2655,7891752279294,Mochila Escolar,Papelaria,288,54,20,A3,Nivel 2,A3-2,Disponivel,True,L2026062,57.5x45.9x24.5,11.49,Metropolitana Atacado,2025-12-24,2026-02-19,193.17,307.54
SKU-5812,7896143709121,Planner Anual,Livros e Papelaria Tecnica,197,75,20,A3,Nivel 3,A3-3,Disponivel,False,L2026768,30.3x38.9x21.7,3.75,Nortex Distribuicao,2026-02-04,2026-04-10,105.44,150.18
SKU-3283,7897887978880,Jaqueta Corta-Vento,Vestuario,179,64,20,E1,Nivel 4 (Alto),E1-4,Disponivel,False,L2026986,11.0x17.6x26.0,8.44,Ponto Central Suprimentos,2026-02-05,2026-04-28,225.46,428.81
SKU-3440,7897240896288,Tenis Casual Unissex,Vestuario,252,7,40,E1,Nivel 2,E1-2,Disponivel,False,L2026524,31.0x7.7x29.1,6.54,Union Cargo Distribuidora,2026-06-07,2026-07-22,181.16,391.38
SKU-5087,7898822574655,Racao para Gatos Adultos 10kg,Pet Shop,419,35,40,C3,Nivel 1 (Solo),C3-1,Disponivel,False,L2026298,55.5x36.9x22.5,0.4,Distribuidora Vega Ltda,2026-03-25,2026-07-03,417.64,880.05
SKU-5128,7895460081187,Racao para Gatos Filhotes 3kg,Pet Shop,205,40,20,F2,Nivel 2,F2-2,Disponivel,False,L2026442,34.8x12.7x34.0,11.68,Ponto Central Suprimentos,2025-11-12,2026-07-16,361.21,799.77
SKU-5372,7896236495696,Oleo Lubrificante 1L,Automotivo,371,11,50,C2,Nivel 3,C2-3,Disponivel,False,L2026732,61.9x10.7x4.2,10.11,Nortex Distribuicao,2026-01-16,2026-07-19,43.33,88.65
SKU-3239,7897867253082,Bone Aba Reta,Vestuario,170,67,10,F1,Nivel 3,F1-3,Disponivel,False,L2026163,62.3x30.9x10.9,11.26,Fornecedora Horizonte Ltda,2026-03-23,2026-05-23,181.61,263.72
SKU-5521,7890906929511,Capa Protetora para Bancos,Automotivo,473,34,15,D1,Nivel 1 (Solo),D1-1,Disponivel,True,L2026683,36.8x31.0x32.9,0.45,Comercio Atlas S.A.,2026-02-12,2026-06-13,305.39,609.02
SKU-2542,7893428402241,Caderno Espiral 100fls,Papelaria,89,50,25,A2,Nivel 2,A2-2,Disponivel,False,L2026248,20.6x40.9x32.3,7.54,Union Cargo Distribuidora,2025-12-26,2026-06-18,8.77,13.0
SKU-5653,7895887138112,Camera de Re Automotiva,Automotivo,271,37,10,D1,Nivel 2,D1-2,Disponivel,True,L2026950,60.1x6.5x6.4,5.22,Ponto Central Suprimentos,2026-05-24,2026-06-29,208.04,461.17
SKU-1169,7898837550378,Carregador de Parede 20W,Eletronicos,286,79,20,E1,Nivel 3,E1-3,Disponivel,False,L2026299,19.1x19.7x35.2,7.69,Global Trade Comercio Exterior,2026-01-11,2026-04-04,58.28,120.72
SKU-1725,7891920613639,Cartao de Memoria 128GB,Eletronicos,262,40,50,C2,Nivel 3,C2-3,Disponivel,False,L2026744,58.6x28.4x14.3,13.46,Prime Supply Comercio,2026-04-08,2026-07-13,94.62,167.96
SKU-5431,7894418176937,Kit Palhetas Limpador de Para-brisa,Automotivo,29,16,20,E1,Nivel 4 (Alto),E1-4,Reservado,False,L2026601,24.5x23.2x22.3,2.57,Nortex Distribuicao,2025-11-18,2026-02-16,19.04,39.91
SKU-1430,7898572545967,Power Bank 10000mAh,Eletronicos,456,49,10,D1,Nivel 1 (Solo),D1-1,Disponivel,False,L2026889,11.7x5.6x32.7,13.57,Comercio Atlas S.A.,2025-11-10,2026-05-11,273.84,628.38
SKU-2026,7894860704726,Air Fryer 6L,Casa e Cozinha,215,51,50,B1,Nivel 1 (Solo),B1-1,Disponivel,True,L2026070,10.2x46.1x29.2,6.21,Comercio Atlas S.A.,2025-12-21,2026-07-12,178.2,302.39
SKU-5530,7899990639672,Capa Protetora para Bancos,Automotivo,114,76,25,E2,Nivel 2,E2-2,Reservado,False,L2026095,15.9x38.5x29.0,12.23,Ponto Central Suprimentos,2026-01-27,2026-06-12,308.71,451.18
SKU-4690,7898400067944,Nivel a Laser,Ferramentas,357,12,25,A2,Nivel 2,A2-2,Disponivel,True,L2026901,12.4x23.7x38.3,2.09,Metropolitana Atacado,2026-07-05,2026-07-07,471.99,667.19
SKU-3487,7891608478185,Tenis Esportivo,Vestuario,74,20,15,E1,Nivel 3,E1-3,Disponivel,False,L2026312,22.4x38.9x28.7,7.38,Fornecedora Horizonte Ltda,2026-01-21,2026-05-20,305.95,645.07
SKU-2873,7891054171500,Papel Sulfite A4 (resma),Papelaria,407,63,10,A2,Nivel 4 (Alto),A2-4,Disponivel,False,L2026567,37.7x5.3x38.0,3.54,Metropolitana Atacado,2026-04-15,2026-04-23,461.69,934.85
SKU-1788,7894897917762,Suporte para Celular Veicular,Eletronicos,105,31,50,D2,Nivel 2,D2-2,Disponivel,False,L2026487,38.8x21.3x8.8,4.98,Distribuidora Vega Ltda,2026-03-10,2026-06-15,18.62,40.48
